Latitude,Longitude,YEAR,Rain,Rain_1,Rain_2,Rain_3,Rain_4,Rain_5,Humidity,Humidity_1,Humidity_2,Humidity_3,Humidity_4,Humidity_5,Sunlight,Sunlight_1,Sunlight_2,Sunlight_3,Sunlight_4,Sunlight_5,Temperature,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,AESR_0,AESR_1,AESR_2,AESR_3,AESR,Crop_Yield_3,Crop_Yield_2,Crop_Yield_1,Crop_Yield
29.44800635,77.74068502568672,1984,0.0301131941378116,0.0034961328,0.008686498,0.013381626,0.004548937,0.0,365.90039443969727,63.899063,81.45209,84.77337,80.046364,55.72951,77426383.0,18690970.0,14993526.0,12084061.0,15587812.0,16070014.0,1514.782257080078,306.63034,303.12906,302.56644,301.28986,301.16656,0,0,0,1,9.1,0.5,0.2727272727272727,0.7777777777777777,0.39999999999999997
29.44800635,77.74068502568672,1985,0.0315150488168001,0.0015718453,0.01148227,0.011362143,0.00318335,0.0039154403,363.322811126709,46.748203,79.79392,83.50128,80.04265,73.236755,76238147.0,20431840.0,13190009.0,13261798.0,15664680.0,13689820.0,1515.6759948730469,308.64536,302.90784,303.09302,302.30515,298.72464,0,0,0,1,9.1,0.2727272727272727,0.7777777777777777,0.39999999999999997,0.7499999999999999
29.44800635,77.74068502568672,1986,0.0262759532779455,0.005040776,0.010053219,0.009004947,0.0015741102,0.000602901,348.680233001709,52.38596,81.29122,80.28395,70.05778,64.66132,79633877.0,18296472.0,13815450.0,15641992.0,16976512.0,14903451.0,1517.0558776855469,307.04562,303.24835,303.75934,303.0614,299.94116,0,0,0,1,9.1,0.7777777777777777,0.39999999999999997,0.7499999999999999,0.6666666666666667
29.44800635,77.74068502568672,1987,0.0122143663465976,0.0010335408,0.0027164444,0.0051133037,0.0026450492,0.0007060282,298.2002868652344,38.871925,57.31838,72.33838,73.13652,56.535084,89233894.0,21851696.0,19159966.0,16207834.0,16357506.0,15656892.0,1529.0467834472656,309.9362,307.9247,305.2082,304.11945,301.85825,0,0,0,1,9.1,0.39999999999999997,0.7499999999999999,0.6666666666666667,0.33333333333333337
29.44800635,77.74068502568672,1988,0.0334472712129354,0.0032728799,0.017647246,0.007932875,0.00459427,0.0,366.4745559692383,53.62587,87.72589,84.425644,80.511635,60.185516,73555225.0,19356708.0,10257518.0,13105015.0,14695536.0,16140448.0,1516.1714477539062,306.69354,302.4458,302.61942,303.1669,301.2458,0,0,0,1,9.1,0.7499999999999999,0.6666666666666667,0.33333333333333337,1.0
29.44800635,77.74068502568672,1989,0.0212068445980548,0.0013814531,0.0075305644,0.008938083,0.0033488087,7.934868e-06,353.9628562927246,53.583797,74.19577,85.25473,80.69231,60.23625,80076462.0,19846020.0,15333505.0,13469714.0,15348743.0,16078480.0,1517.6296081542969,306.9014,304.2543,302.2918,302.64166,301.54044,0,0,0,1,9.1,0.6666666666666667,0.33333333333333337,1.0,1.3333333333333335
29.44800635,77.74068502568672,1990,0.0291601177304983,0.003457602,0.011015363,0.008530108,0.00612418,3.286451e-05,372.0281677246094,49.742798,85.42178,84.90082,85.864784,66.097984,74283605.0,18908706.0,12684781.0,13594666.0,13142602.0,15952850.0,1515.0755615234375,308.00662,302.67105,302.5482,301.7265,300.1232,0,0,0,1,9.1,0.33333333333333337,1.0,1.3333333333333335,1.35
29.44800635,77.74068502568672,1991,0.0159507505595684,0.0023685321,0.003932439,0.0061128475,0.0035233311,1.3601035e-05,337.24632263183594,56.177464,68.924286,82.90236,77.357414,51.8848,81635828.0,20128094.0,16538671.0,13868952.0,15113060.0,15987051.0,1519.6647338867188,306.95038,305.97647,303.0276,302.25708,301.45322,0,0,0,1,9.1,1.0,1.3333333333333335,1.35,0.8823529411764705
29.44800635,77.74068502568672,1992,0.0223956443369388,0.001055073,0.0054396875,0.012124833,0.0037193857,5.666539e-05,342.5970001220703,42.99506,74.66228,85.59874,79.10962,60.231304,78243823.0,20604540.0,15539050.0,11985521.0,14737186.0,15377526.0,1517.8254699707031,308.89597,303.81232,302.29535,302.16806,300.65378,0,0,0,1,9.1,1.3333333333333335,1.35,0.8823529411764705,0.8421052631578947
29.44800635,77.74068502568672,1993,0.0279565881937742,0.0017644987,0.0077130217,0.0025713854,0.015905414,2.2687018e-06,350.02038192749023,52.476295,78.60846,73.91611,84.05813,60.96139,80000271.0,19628962.0,14667430.0,16280977.0,13354920.0,16067982.0,1518.0511779785156,307.40128,303.75534,304.62732,301.24713,301.0201,0,0,0,1,9.1,1.35,0.8823529411764705,0.8421052631578947,1.1052631578947367
