Latitude,Longitude,Year,Kharif_Rain,Rabi_Rain,Kharif_Humid,Rabi_Humid,Kharif_Sun,Rabi_Sun,Kharif_Temp,Rabi_Temp
30.0,77.0,1979,0.015504242852330208,0.00684380903840065,310.4038772583008,198.41275787353516,85295346.0,41392847.0,1524.5208740234375,875.6003112792969
30.0,77.0,1980,0.021489029750227928,0.00484132394194603,350.40645599365234,294.3147315979004,79194343.0,65118384.0,1517.8357238769531,1467.2276000976562
30.0,77.0,1981,0.01600288227200508,0.006907273083925247,312.1474189758301,326.7404975891113,82540973.0,63652816.0,1521.07568359375,1462.9054565429688
30.0,77.0,1982,0.021568356081843376,0.011717993766069412,312.04842376708984,335.2936592102051,82938518.0,62766635.0,1523.3074951171875,1455.7257995605469
30.0,77.0,1983,0.025260543450713158,0.006023325026035309,351.98171615600586,312.79583740234375,76128773.0,63893580.0,1517.8730773925781,1461.1343383789062
30.0,77.0,1984,0.02344278246164322,0.004993189126253128,355.77198028564453,291.1543197631836,76983122.0,68341078.0,1516.5533447265625,1465.9607543945312
30.0,77.0,1985,0.022853486239910126,0.0016024447977542877,350.4930725097656,264.1633720397949,77990193.0,67967236.0,1518.0186462402344,1471.2478332519531
30.0,77.0,1986,0.021283911541104317,0.006528764963150024,345.4839401245117,321.7499313354492,80762175.0,65026279.0,1518.6961364746094,1464.8150024414062
30.0,77.0,1987,0.009637314826250076,0.005483891814947128,287.0336570739746,337.8539123535156,89418784.0,65045241.0,1530.9688415527344,1466.8358154296875
30.0,77.0,1988,0.03551887907087803,0.0037726573646068573,358.3384323120117,296.2822608947754,74735670.0,66656757.0,1517.7493591308594,1471.0195007324219
30.0,77.0,1989,0.016065211966633797,0.006019923835992813,335.34068298339844,303.48661041259766,81163784.0,67084440.0,1520.0372314453125,1465.0357971191406
30.0,77.0,1990,0.024417392909526825,0.0071860551834106445,360.4804229736328,337.75987243652344,75215841.0,62644730.0,1516.7300415039062,1462.7764282226562
30.0,77.0,1991,0.013708014041185379,0.007684696465730667,328.43701934814453,325.8161315917969,82724846.0,65405538.0,1521.3498840332031,1465.228515625
30.0,77.0,1992,0.01744779944419861,0.006535563617944717,330.94902420043945,330.47879791259766,79061603.0,62276305.0,1519.2680969238281,1461.7801818847656
30.0,77.0,1993,0.01652531325817108,0.0038769207894802094,322.87846755981445,312.064510345459,80265075.0,63777770.0,1521.4326782226562,1463.4120178222656
30.0,77.0,1994,0.03350280411541462,0.004032175987958908,337.1757926940918,303.6350975036621,76237132.0,66442069.0,1518.23095703125,1469.4513549804688
30.0,77.0,1995,0.02755654603242874,0.006905008107423782,338.48376846313477,319.19956970214844,76227650.0,65476310.0,1520.5882873535156,1462.089111328125
30.0,77.0,1996,0.02388589270412922,0.00802581012248993,375.9112434387207,315.47240829467773,71960638.0,65041178.0,1513.3658752441406,1463.9746704101562
30.0,77.0,1997,0.026093492284417152,0.0031221620738506317,368.8566207885742,291.8472900390625,74278865.0,67108823.0,1512.8762512207031,1462.633544921875
30.0,77.0,1998,0.02865695022046566,0.00952058658003807,369.6634330749512,359.20957946777344,75446782.0,62033850.0,1518.5483093261719,1456.0235900878906
30.0,77.0,1999,0.017206411808729172,0.0030451007187366486,352.0720443725586,341.39669036865234,77928226.0,65863359.0,1518.2327575683594,1465.9429626464844
30.0,77.0,2000,0.019086500629782677,0.004355154931545258,363.73116302490234,311.4693145751953,77435525.0,66995382.0,1516.4950256347656,1462.9949645996094
30.0,77.0,2001,0.020473623648285866,0.002251815050840378,359.24670028686523,292.4325981140137,78924797.0,68655322.0,1517.92431640625,1466.6047973632812
30.0,77.0,2002,0.02036709524691105,0.005173373967409134,339.0740203857422,329.14112091064453,81400824.0,65916860.0,1520.645263671875,1465.6278076171875
30.0,77.0,2003,0.02610936015844345,0.006934475153684616,360.1302261352539,350.1169013977051,75546676.0,64489220.0,1516.6343078613281,1461.9716491699219
30.0,77.0,2004,0.0173503328114748,0.003671795129776001,350.64652252197266,336.3590888977051,80376482.0,67389203.0,1516.9961853027344,1466.7351989746094
30.0,77.0,2005,0.02798265404999256,0.007834289222955704,344.5843276977539,346.19421768188477,78009834.0,62280370.0,1520.4573974609375,1463.0069580078125
30.0,77.0,2006,0.014658823609352112,0.003000900149345398,327.9680366516113,294.14397048950195,79877688.0,66797287.0,1521.6276245117188,1470.7354736328125
30.0,77.0,2007,0.01639951951801777,0.008685372769832611,332.38568115234375,329.73386001586914,78359295.0,64169221.0,1522.1835632324219,1464.8421936035156
30.0,77.0,2008,0.025394272059202194,0.0019854940474033356,387.00733947753906,283.08747482299805,72741847.0,67336716.0,1514.6081848144531,1470.5993041992188
30.0,77.0,2009,0.020490624010562897,0.001525387167930603,318.92485427856445,312.10163497924805,83156593.0,66704164.0,1524.0423889160156,1474.5884094238281
30.0,77.0,2010,0.04020381346344948,0.0017055720090866089,367.25661849975586,318.6674690246582,71342987.0,66016078.0,1517.6140441894531,1473.9923706054688
30.0,77.0,2011,0.025087151676416397,0.003983438014984131,368.42724609375,340.9573974609375,73556578.0,65815612.0,1516.6850891113281,1466.112548828125
30.0,77.25,1979,0.017607586458325386,0.008288726210594177,314.9081382751465,333.03781509399414,85528999.0,65829497.0,1523.3974304199219,1465.0367126464844
30.0,77.25,1980,0.027121372520923615,0.004627138376235962,355.3945617675781,293.6143455505371,78743295.0,65746534.0,1516.7598571777344,1467.7865905761719
30.0,77.25,1981,0.018488138914108276,0.00788075104355812,316.58857345581055,330.2374839782715,82748213.0,64410658.0,1520.0715026855469,1463.0025024414062
30.0,77.25,1982,0.025471333414316177,0.011741794645786285,314.7287178039551,335.0399703979492,82767173.0,63454381.0,1522.35986328125,1456.0992431640625
30.0,77.25,1983,0.029586225748062134,0.006085652858018875,350.75293731689453,310.60804748535156,76289958.0,64570827.0,1517.47607421875,1461.7103576660156
30.0,77.25,1984,0.0260492991656065,0.006289638578891754,360.2304573059082,295.4643096923828,76623165.0,68987174.0,1515.6297302246094,1465.8058471679688
30.0,77.25,1985,0.030627701431512833,0.002129416912794113,356.08752822875977,266.1841125488281,77505282.0,68627555.0,1516.9000854492188,1471.4490356445312
